sim_id,customer_id,device_type,apn,plan_id,status,city
7443,9084,SmartMeter,apn-iot,11,active,Diyarbakir
7444,9041,SmartMeter,apn-iot,13,inactive,Gaziantep
7445,9002,Sensor,apn-m2m,11,active,Kayseri
7446,9091,Sensor,apn-iot,13,active,Istanbul
7447,9087,Tracker,apn-iot,12,inactive,Kahramanmaras
7448,9068,Gateway,apn-m2m,12,active,Istanbul
7449,9099,Camera,apn-video,15,active,Malatya
7450,9096,Tracker,apn-m2m,12,active,Gaziantep
7451,9074,Gateway,apn-m2m,11,active,Antalya
7452,9093,Gateway,apn-data,11,active,Van
7453,9073,Tracker,apn-video,14,active,Mersin
7454,9029,Tracker,apn-video,14,active,Urfa
7455,9086,Tracker,apn-video,15,active,Elazığ
7456,9044,Gateway,apn-data,13,blocked,Malatya
7457,9067,Tracker,apn-iot,11,active,Izmir
7458,9067,SmartMeter,apn-iot,11,active,Van
7459,9089,ATM,apn-video,14,inactive,Izmir
7460,9090,SmartMeter,apn-iot,11,active,Istanbul
7461,9080,POS,apn-video,14,active,Manisa
7462,9013,Camera,apn-video,15,active,Konya
7463,9056,ATM,apn-iot,11,active,Erzurum
7464,9085,Gateway,apn-video,14,inactive,Bursa
7465,9094,Gateway,apn-data,11,active,Izmir
7466,9032,Camera,apn-video,14,active,Ankara
7467,9062,Tracker,apn-data,13,inactive,Diyarbakir
7468,9045,SmartMeter,apn-iot,12,active,Ankara
7469,9085,SmartMeter,apn-iot,12,active,Erzurum
7470,9087,Gateway,apn-iot,12,active,Kahramanmaras
7471,9083,Camera,apn-video,14,blocked,Malatya
7472,9050,Sensor,apn-data,11,active,Van
7473,9020,POS,apn-m2m,11,active,Mersin
7474,9072,POS,apn-m2m,12,active,Izmir
7475,9079,POS,apn-video,15,active,Van
7476,9007,ATM,apn-iot,13,active,Konya
7477,9002,Sensor,apn-m2m,13,active,Adana
7478,9083,ATM,apn-iot,13,active,Erzurum
7479,9021,Sensor,apn-iot,12,active,Malatya
7480,9065,SmartMeter,apn-iot,13,blocked,Konya
7481,9061,Tracker,apn-m2m,11,active,Van
7482,9064,POS,apn-video,15,active,Gaziantep
7483,9022,SmartMeter,apn-iot,12,blocked,Malatya
7484,9010,Gateway,apn-video,15,active,Batman
7485,9097,ATM,apn-video,14,active,Urfa
7486,9063,Camera,apn-video,15,inactive,Ankara
7487,9042,Sensor,apn-data,12,active,Antalya
7488,9031,Camera,apn-video,14,active,Ankara
7489,9043,POS,apn-m2m,12,active,Izmir
7490,9036,Gateway,apn-iot,11,active,Izmir
7491,9007,Sensor,apn-video,15,inactive,Kahramanmaras
7492,9065,ATM,apn-m2m,13,blocked,Erzurum
7493,9029,Camera,apn-video,15,active,Kayseri
7494,9071,SmartMeter,apn-iot,11,active,Trabzon
7495,9083,ATM,apn-data,12,blocked,Kahramanmaras
7496,9049,Sensor,apn-m2m,13,inactive,Diyarbakir
7497,9052,Tracker,apn-m2m,11,active,Kayseri
7498,9031,Gateway,apn-data,11,active,Kahramanmaras
7499,9011,POS,apn-iot,11,active,Antalya
7500,9059,Sensor,apn-iot,11,blocked,Sivas
7501,9057,ATM,apn-m2m,11,active,Batman
7502,9074,Camera,apn-video,15,active,Kayseri
7503,9058,ATM,apn-iot,11,blocked,Van
7504,9012,Tracker,apn-data,11,active,Batman
7505,9064,ATM,apn-iot,11,active,Diyarbakir
7506,9058,SmartMeter,apn-iot,12,active,Elazığ
7507,9041,Gateway,apn-iot,11,inactive,Trabzon
7508,9016,Camera,apn-video,14,blocked,Izmir
7509,9064,POS,apn-iot,13,active,Adana
7510,9096,Camera,apn-video,14,active,Malatya
7511,9084,POS,apn-iot,13,inactive,Istanbul
7512,9003,SmartMeter,apn-iot,11,blocked,Istanbul
7513,9014,Camera,apn-video,15,active,Bursa
7514,9052,POS,apn-iot,13,active,Sivas
7515,9053,Camera,apn-video,14,active,Trabzon
7516,9005,ATM,apn-iot,11,active,Bursa
7517,9072,Camera,apn-video,14,inactive,Mersin
7518,9071,SmartMeter,apn-iot,11,blocked,Diyarbakir
7519,9001,Tracker,apn-data,12,active,Van
7520,9012,ATM,apn-m2m,13,active,Gaziantep
7521,9078,POS,apn-iot,12,active,Batman
7522,9080,Tracker,apn-iot,13,active,Adana
7523,9082,POS,apn-data,11,active,Eskisehir
7524,9039,POS,apn-data,11,active,Erzurum
7525,9066,Tracker,apn-video,15,active,Sivas
7526,9072,Sensor,apn-iot,11,active,Konya
7527,9027,Sensor,apn-video,15,active,Konya
7528,9084,Sensor,apn-data,11,active,Istanbul
7529,9086,SmartMeter,apn-iot,12,active,Mersin
7530,9059,SmartMeter,apn-iot,12,active,Kayseri
7531,9044,Gateway,apn-iot,11,active,Erzurum
7532,9047,Camera,apn-video,14,active,Gaziantep
7533,9007,POS,apn-data,11,active,Ankara
7534,9029,Tracker,apn-iot,11,active,Kayseri
7535,9059,ATM,apn-data,11,inactive,Kahramanmaras
7536,9043,Gateway,apn-video,15,active,Bursa
7537,9072,Camera,apn-video,15,active,Kayseri
7538,9099,Camera,apn-video,15,active,Gaziantep
7539,9080,Camera,apn-video,15,active,Istanbul
7540,9077,SmartMeter,apn-iot,13,active,Antalya
7541,9061,Gateway,apn-data,12,blocked,Bursa
7542,9092,ATM,apn-m2m,12,blocked,Manisa
7543,9085,SmartMeter,apn-iot,13,active,Konya
7544,9047,ATM,apn-iot,12,active,Izmir
7545,9092,Sensor,apn-data,12,active,Antalya
7546,9058,Tracker,apn-video,14,active,Batman
7547,9015,Gateway,apn-iot,12,active,Manisa
7548,9013,ATM,apn-iot,11,active,Kahramanmaras
7549,9098,ATM,apn-data,12,active,Mersin
7550,9085,Tracker,apn-m2m,11,active,Kayseri
7551,9029,Sensor,apn-iot,11,blocked,Van
7552,9001,SmartMeter,apn-iot,13,active,Mersin
7553,9044,Gateway,apn-data,13,active,Konya
7554,9046,Tracker,apn-data,11,active,Manisa
7555,9082,Sensor,apn-m2m,11,blocked,Bursa
7556,9038,ATM,apn-iot,11,blocked,Manisa
7557,9071,Sensor,apn-data,11,active,Konya
7558,9067,Tracker,apn-m2m,13,active,Urfa
7559,9048,Camera,apn-video,14,inactive,Batman
7560,9090,Camera,apn-video,14,active,Van
7561,9014,Sensor,apn-video,14,inactive,Erzurum
7562,9006,Gateway,apn-m2m,13,active,Adana
7563,9022,ATM,apn-video,14,blocked,Mersin
7564,9064,Gateway,apn-iot,11,active,Eskisehir
7565,9018,SmartMeter,apn-iot,13,blocked,Bursa
7566,9092,POS,apn-iot,11,active,Batman
7567,9096,SmartMeter,apn-iot,13,active,Izmir
7568,9093,ATM,apn-data,11,active,Konya
7569,9053,ATM,apn-m2m,12,active,Adana
7570,9014,Tracker,apn-m2m,12,active,Bursa
7571,9033,Sensor,apn-iot,11,active,Mersin
7572,9079,Camera,apn-video,14,active,Erzurum
7573,9026,Sensor,apn-video,15,blocked,Adana
7574,9025,ATM,apn-iot,11,blocked,Van
7575,9016,Tracker,apn-m2m,12,active,Kahramanmaras
7576,9051,Sensor,apn-video,14,active,Antalya
7577,9028,Gateway,apn-iot,13,active,Sivas
7578,9059,Sensor,apn-m2m,13,active,Konya
7579,9025,Camera,apn-video,14,active,Trabzon
7580,9092,Camera,apn-video,15,active,Kahramanmaras
7581,9044,Camera,apn-video,15,blocked,Mersin
7582,9014,ATM,apn-video,14,active,Batman
7583,9097,Camera,apn-video,15,active,Trabzon
7584,9054,POS,apn-data,11,blocked,Istanbul
7585,9006,Sensor,apn-m2m,13,inactive,Antalya
7586,9082,ATM,apn-video,14,active,Istanbul
7587,9087,ATM,apn-video,14,active,Urfa
7588,9076,Tracker,apn-data,12,active,Bursa
7589,9016,Camera,apn-video,15,active,Adana
7590,9099,Sensor,apn-iot,13,active,Mersin
7591,9058,Sensor,apn-m2m,11,active,Manisa
7592,9059,Camera,apn-video,15,active,Bursa
7593,9085,SmartMeter,apn-iot,11,inactive,Elazığ
7594,9076,Sensor,apn-video,15,active,Gaziantep
7595,9065,Camera,apn-video,14,active,Van
7596,9018,Tracker,apn-iot,11,active,Manisa
7597,9064,Tracker,apn-video,14,active,Gaziantep
7598,9001,POS,apn-iot,11,inactive,Erzurum
7599,9068,Gateway,apn-m2m,13,blocked,Istanbul
7600,9095,Camera,apn-video,14,active,Bursa
7601,9007,POS,apn-video,15,inactive,Mersin
7602,9071,ATM,apn-video,15,active,Istanbul
7603,9056,SmartMeter,apn-iot,13,active,Konya
7604,9075,ATM,apn-data,12,active,Mersin
7605,9062,Camera,apn-video,14,active,Kayseri
7606,9066,Tracker,apn-data,12,active,Kahramanmaras
7607,9100,Sensor,apn-m2m,11,active,Kayseri
7608,9023,Sensor,apn-iot,11,active,Antalya
7609,9089,Gateway,apn-m2m,12,active,Trabzon
7610,9075,SmartMeter,apn-iot,11,active,Trabzon
7611,9023,Sensor,apn-video,15,active,Izmir
7612,9094,Tracker,apn-data,11,active,Izmir
7613,9017,Tracker,apn-video,14,active,Diyarbakir
7614,9014,SmartMeter,apn-iot,12,active,Manisa
7615,9050,Gateway,apn-video,14,active,Izmir
7616,9085,Camera,apn-video,14,active,Urfa
7617,9077,Gateway,apn-video,14,active,Antalya
7618,9078,Sensor,apn-m2m,13,active,Konya
7619,9042,Sensor,apn-video,14,blocked,Van
7620,9065,Camera,apn-video,15,active,Elazığ
7621,9050,POS,apn-video,15,active,Elazığ
7622,9054,Tracker,apn-iot,13,inactive,Ankara
7623,9078,SmartMeter,apn-iot,11,inactive,Kahramanmaras
7624,9089,Camera,apn-video,14,active,Batman
7625,9098,POS,apn-video,15,active,Eskisehir
7626,9032,POS,apn-iot,11,active,Eskisehir
7627,9036,Tracker,apn-video,14,active,Antalya
7628,9051,Gateway,apn-iot,11,inactive,Van
7629,9044,Tracker,apn-m2m,12,inactive,Bursa
7630,9038,Camera,apn-video,14,active,Eskisehir
7631,9058,Tracker,apn-m2m,11,active,Van
7632,9018,ATM,apn-data,13,active,Ankara
7633,9018,Tracker,apn-iot,11,active,Erzurum
7634,9053,ATM,apn-iot,13,active,Mersin
7635,9078,Sensor,apn-iot,13,inactive,Eskisehir
7636,9090,Gateway,apn-data,12,active,Elazığ
7637,9096,Sensor,apn-video,15,active,Izmir
7638,9066,Gateway,apn-iot,13,active,Urfa
7639,9039,Gateway,apn-iot,11,active,Konya
7640,9090,Sensor,apn-iot,11,active,Urfa
7641,9071,POS,apn-video,14,active,Malatya
7642,9041,POS,apn-iot,12,active,Diyarbakir
7643,9092,ATM,apn-iot,13,blocked,Trabzon
7644,9095,Camera,apn-video,15,inactive,Istanbul
7645,9071,ATM,apn-data,11,active,Adana
7646,9081,Gateway,apn-video,14,active,Kahramanmaras
7647,9028,Gateway,apn-iot,13,active,Antalya
7648,9026,ATM,apn-video,14,active,Manisa
7649,9027,Sensor,apn-m2m,12,active,Elazığ
7650,9080,POS,apn-m2m,12,active,Ankara
7651,9092,Gateway,apn-m2m,13,active,Erzurum
7652,9038,POS,apn-data,13,active,Urfa
7653,9088,Tracker,apn-m2m,13,active,Sivas
7654,9045,SmartMeter,apn-iot,11,blocked,Bursa
7655,9087,Camera,apn-video,14,inactive,Istanbul
7656,9017,Gateway,apn-m2m,12,active,Adana
7657,9091,POS,apn-video,14,active,Konya
7658,9084,Camera,apn-video,14,active,Elazığ
7659,9023,Sensor,apn-m2m,11,active,Mersin
7660,9065,Sensor,apn-video,14,blocked,Sivas
7661,9070,POS,apn-data,13,active,Erzurum
7662,9089,ATM,apn-iot,12,active,Kahramanmaras
7663,9082,ATM,apn-video,15,active,Erzurum
7664,9042,POS,apn-data,13,active,Manisa
7665,9091,Sensor,apn-iot,12,active,Adana
7666,9015,Gateway,apn-iot,13,active,Konya
7667,9098,Gateway,apn-data,13,active,Konya
7668,9046,Tracker,apn-video,15,blocked,Sivas
7669,9072,Camera,apn-video,14,active,Konya
7670,9062,Tracker,apn-data,11,active,Batman
7671,9075,POS,apn-iot,12,active,Mersin
7672,9074,POS,apn-data,11,active,Adana
7673,9086,POS,apn-video,14,active,Trabzon
7674,9091,POS,apn-m2m,13,active,Sivas
7675,9054,POS,apn-data,13,active,Urfa
7676,9087,Tracker,apn-m2m,13,active,Malatya
7677,9096,SmartMeter,apn-iot,11,inactive,Urfa
7678,9069,Sensor,apn-video,15,inactive,Manisa
7679,9037,Sensor,apn-iot,13,active,Kahramanmaras
7680,9055,SmartMeter,apn-iot,12,inactive,Konya
7681,9002,Gateway,apn-m2m,13,active,Gaziantep
7682,9067,Tracker,apn-iot,13,inactive,Bursa
7683,9014,POS,apn-iot,13,active,Sivas
7684,9004,Gateway,apn-iot,11,active,Bursa
7685,9049,Sensor,apn-data,12,active,Batman
7686,9019,Tracker,apn-m2m,13,inactive,Diyarbakir
7687,9007,Gateway,apn-m2m,11,active,Mersin
7688,9086,Gateway,apn-data,12,active,Bursa
7689,9008,Tracker,apn-iot,13,blocked,Elazığ
7690,9026,ATM,apn-iot,13,inactive,Malatya
7691,9035,ATM,apn-video,14,active,Trabzon
7692,9097,Tracker,apn-m2m,13,blocked,Kahramanmaras
7693,9021,Camera,apn-video,14,inactive,Konya
7694,9037,Gateway,apn-data,12,active,Istanbul
7695,9088,SmartMeter,apn-iot,11,active,Ankara
7696,9033,Camera,apn-video,14,active,Adana
7697,9019,Gateway,apn-iot,13,active,Gaziantep
7698,9008,Tracker,apn-data,12,inactive,Malatya
7699,9089,Gateway,apn-iot,13,active,Bursa
7700,9038,Gateway,apn-data,13,active,Eskisehir
7701,9027,Sensor,apn-data,13,active,Sivas
7702,9097,Sensor,apn-m2m,13,active,Gaziantep
7703,9070,Sensor,apn-iot,12,active,Gaziantep
7704,9005,Tracker,apn-iot,12,active,Urfa
7705,9046,ATM,apn-iot,11,active,Mersin
7706,9058,Tracker,apn-data,11,active,Mersin
7707,9014,SmartMeter,apn-iot,12,active,Van
7708,9079,ATM,apn-m2m,12,active,Batman
7709,9087,Camera,apn-video,15,active,Kayseri
7710,9095,Sensor,apn-m2m,13,active,Erzurum
7711,9072,Sensor,apn-data,13,inactive,Eskisehir
7712,9029,POS,apn-video,14,active,Eskisehir
7713,9096,Sensor,apn-video,14,active,Ankara
7714,9083,Gateway,apn-iot,13,active,Erzurum
7715,9072,Sensor,apn-data,13,active,Trabzon
7716,9050,POS,apn-data,13,active,Ankara
7717,9031,ATM,apn-video,14,active,Manisa
7718,9066,Sensor,apn-data,13,active,Diyarbakir
7719,9090,Gateway,apn-data,11,active,Erzurum
7720,9037,Gateway,apn-iot,11,active,Eskisehir
7721,9089,Tracker,apn-m2m,13,inactive,Adana
7722,9086,Gateway,apn-data,13,active,Adana
7723,9007,ATM,apn-m2m,12,active,Elazığ
7724,9049,Sensor,apn-m2m,12,active,Malatya
7725,9050,ATM,apn-m2m,12,inactive,Mersin
7726,9054,Gateway,apn-video,15,active,Bursa
7727,9088,Camera,apn-video,14,active,Konya
7728,9041,Tracker,apn-data,11,active,Kahramanmaras
7729,9071,Sensor,apn-iot,13,blocked,Trabzon
7730,9007,Sensor,apn-m2m,11,active,Urfa
7731,9002,ATM,apn-data,13,active,Sivas
7732,9096,SmartMeter,apn-iot,13,active,Istanbul
7733,9033,POS,apn-iot,12,active,Izmir
7734,9026,SmartMeter,apn-iot,11,blocked,Ankara
7735,9080,Camera,apn-video,15,active,Van
7736,9100,Tracker,apn-iot,13,active,Kahramanmaras
7737,9057,Tracker,apn-iot,11,active,Manisa
7738,9029,POS,apn-data,13,active,Trabzon
7739,9082,Gateway,apn-data,11,active,Sivas
7740,9091,Camera,apn-video,14,active,Elazığ
7741,9091,ATM,apn-data,11,active,Kahramanmaras
7742,9083,Gateway,apn-data,11,inactive,Bursa
7743,9048,Camera,apn-video,14,active,Ankara
7744,9097,POS,apn-video,15,active,Kahramanmaras
7745,9076,Camera,apn-video,15,active,Izmir
7746,9070,ATM,apn-m2m,11,inactive,Mersin
7747,9095,ATM,apn-iot,13,active,Ankara
7748,9078,Tracker,apn-iot,11,active,Elazığ
7749,9026,Camera,apn-video,14,active,Malatya
7750,9100,SmartMeter,apn-iot,11,active,Konya
7751,9093,Gateway,apn-iot,12,inactive,Elazığ
7752,9025,Tracker,apn-video,14,inactive,Mersin
7753,9038,Tracker,apn-video,15,inactive,Gaziantep
7754,9058,Gateway,apn-video,15,inactive,Sivas
7755,9023,POS,apn-m2m,12,active,Kahramanmaras
7756,9088,Gateway,apn-iot,12,blocked,Ankara
7757,9010,Camera,apn-video,15,active,Van
7758,9024,Camera,apn-video,14,active,Elazığ
7759,9023,ATM,apn-iot,12,active,Adana
7760,9095,Tracker,apn-m2m,11,inactive,Batman
7761,9066,Tracker,apn-m2m,13,active,Mersin
7762,9016,Gateway,apn-data,13,active,Elazığ
7763,9049,POS,apn-m2m,11,active,Erzurum
7764,9006,Sensor,apn-video,14,active,Van
7765,9055,Gateway,apn-iot,12,inactive,Manisa
7766,9036,POS,apn-data,11,active,Gaziantep
7767,9072,Gateway,apn-iot,13,inactive,Malatya
7768,9034,Sensor,apn-m2m,13,active,Konya
7769,9017,Sensor,apn-data,12,inactive,Gaziantep
7770,9021,Sensor,apn-iot,13,active,Diyarbakir
7771,9075,Gateway,apn-m2m,11,active,Eskisehir
7772,9033,Tracker,apn-m2m,12,active,Eskisehir
7773,9001,Tracker,apn-m2m,11,active,Diyarbakir
7774,9043,Camera,apn-video,14,active,Batman
7775,9060,SmartMeter,apn-iot,12,active,Konya
7776,9091,Tracker,apn-video,15,inactive,Trabzon
7777,9020,Gateway,apn-video,15,active,Gaziantep
7778,9006,Tracker,apn-video,14,active,Antalya
7779,9020,SmartMeter,apn-iot,11,active,Antalya
7780,9042,ATM,apn-video,14,inactive,Kahramanmaras
7781,9077,POS,apn-video,15,active,Mersin
7782,9007,SmartMeter,apn-iot,11,active,Konya
7783,9100,POS,apn-data,12,active,Malatya
7784,9081,POS,apn-iot,13,active,Diyarbakir
7785,9079,POS,apn-m2m,11,active,Malatya
7786,9085,Tracker,apn-iot,12,active,Istanbul
7787,9039,POS,apn-m2m,13,active,Diyarbakir
7788,9063,ATM,apn-data,12,active,Urfa
7789,9074,ATM,apn-iot,11,active,Batman
7790,9071,Sensor,apn-m2m,11,inactive,Manisa
7791,9046,Camera,apn-video,15,active,Kayseri
7792,9010,ATM,apn-data,11,active,Kayseri
7793,9091,Gateway,apn-data,12,active,Gaziantep
7794,9041,Camera,apn-video,14,active,Eskisehir
7795,9068,Gateway,apn-video,14,active,Erzurum
7796,9029,SmartMeter,apn-iot,13,active,Van
7797,9024,Tracker,apn-data,12,active,Trabzon
7798,9067,POS,apn-data,11,inactive,Trabzon
7799,9009,POS,apn-m2m,12,active,Batman
7800,9065,Gateway,apn-m2m,13,active,Malatya
7801,9021,Sensor,apn-video,15,active,Malatya
7802,9054,SmartMeter,apn-iot,12,active,Kahramanmaras
7803,9070,SmartMeter,apn-iot,12,active,Trabzon
7804,9069,Gateway,apn-data,11,active,Istanbul
7805,9052,Gateway,apn-m2m,12,active,Izmir
7806,9012,Camera,apn-video,14,active,Malatya
7807,9045,Camera,apn-video,15,active,Trabzon
7808,9029,Sensor,apn-iot,12,active,Izmir
7809,9028,POS,apn-m2m,13,inactive,Diyarbakir
7810,9085,Gateway,apn-video,15,active,Kahramanmaras
7811,9043,POS,apn-video,15,blocked,Antalya
7812,9043,Tracker,apn-data,12,active,Urfa
7813,9047,ATM,apn-data,13,active,Eskisehir
7814,9038,ATM,apn-video,15,active,Trabzon
7815,9028,Sensor,apn-video,14,active,Gaziantep
7816,9097,SmartMeter,apn-iot,11,active,Antalya
7817,9080,ATM,apn-m2m,12,blocked,Kayseri
7818,9068,POS,apn-video,15,inactive,Batman
7819,9061,Tracker,apn-video,14,active,Malatya
7820,9072,Gateway,apn-video,14,active,Adana
7821,9097,Camera,apn-video,14,blocked,Bursa
7822,9084,ATM,apn-video,15,active,Ankara
7823,9002,SmartMeter,apn-iot,13,active,Urfa
7824,9015,Sensor,apn-video,15,active,Sivas
7825,9086,POS,apn-m2m,12,active,Batman
7826,9045,SmartMeter,apn-iot,13,inactive,Kayseri
7827,9058,ATM,apn-video,15,inactive,Trabzon
7828,9031,ATM,apn-video,14,active,Sivas
7829,9083,Sensor,apn-iot,13,active,Konya
7830,9079,ATM,apn-data,13,active,Izmir
7831,9080,POS,apn-video,15,active,Elazığ
7832,9032,Camera,apn-video,15,active,Kayseri
7833,9006,Camera,apn-video,15,active,Antalya
7834,9088,Camera,apn-video,14,active,Urfa
7835,9042,ATM,apn-iot,13,active,Van
7836,9049,SmartMeter,apn-iot,11,active,Ankara
7837,9015,Sensor,apn-video,14,active,Eskisehir
7838,9050,Sensor,apn-data,12,active,Van
7839,9033,SmartMeter,apn-iot,11,inactive,Van
7840,9070,Tracker,apn-m2m,11,inactive,Gaziantep
7841,9093,ATM,apn-iot,11,active,Diyarbakir
7842,9037,Camera,apn-video,14,active,Ankara
7843,9004,Gateway,apn-data,11,active,Kayseri
7844,9067,SmartMeter,apn-iot,11,active,Bursa
7845,9099,POS,apn-m2m,12,active,Elazığ
7846,9048,Sensor,apn-iot,13,active,Bursa
7847,9066,Gateway,apn-data,13,blocked,Bursa
7848,9066,Gateway,apn-iot,13,active,Sivas
7849,9058,Camera,apn-video,14,active,Eskisehir
7850,9063,POS,apn-video,14,active,Antalya
7851,9006,Tracker,apn-m2m,13,active,Erzurum
7852,9038,Sensor,apn-m2m,11,blocked,Manisa
7853,9084,Gateway,apn-video,14,blocked,Antalya
7854,9025,ATM,apn-video,15,active,Malatya
7855,9042,SmartMeter,apn-iot,11,active,Gaziantep
7856,9066,Sensor,apn-video,14,active,Eskisehir
7857,9011,Gateway,apn-data,11,inactive,Erzurum
7858,9013,Gateway,apn-video,14,blocked,Van
7859,9022,SmartMeter,apn-iot,13,active,Gaziantep
7860,9099,ATM,apn-m2m,13,active,Erzurum
7861,9069,POS,apn-data,12,active,Eskisehir
7862,9069,POS,apn-data,12,active,Elazığ
7863,9001,Tracker,apn-video,15,active,Antalya
7864,9081,Camera,apn-video,15,active,Malatya
7865,9009,Camera,apn-video,14,active,Urfa
7866,9027,Tracker,apn-video,14,inactive,Diyarbakir
7867,9086,Sensor,apn-m2m,13,active,Trabzon
7868,9081,Camera,apn-video,15,active,Batman
7869,9100,Gateway,apn-iot,13,active,Kahramanmaras
7870,9028,Camera,apn-video,14,blocked,Malatya
7871,9088,Gateway,apn-m2m,13,blocked,Gaziantep
7872,9055,Sensor,apn-data,13,active,Ankara
7873,9014,Sensor,apn-iot,12,active,Adana
7874,9027,Gateway,apn-m2m,12,active,Malatya
7875,9069,SmartMeter,apn-iot,12,active,Batman
7876,9090,ATM,apn-iot,12,active,Gaziantep
7877,9095,Tracker,apn-data,13,active,Konya
7878,9100,Sensor,apn-m2m,13,active,Mersin
7879,9056,Tracker,apn-iot,12,active,Urfa
7880,9083,Gateway,apn-iot,13,active,Istanbul
7881,9010,ATM,apn-video,14,active,Istanbul
7882,9096,Camera,apn-video,14,active,Kayseri
7883,9088,Camera,apn-video,15,blocked,Erzurum
7884,9020,Gateway,apn-data,11,active,Kayseri
7885,9004,SmartMeter,apn-iot,13,active,Trabzon
7886,9059,Sensor,apn-video,15,active,Mersin
7887,9092,Gateway,apn-iot,12,active,Kayseri
7888,9043,ATM,apn-iot,13,active,Mersin
7889,9005,POS,apn-video,15,inactive,Diyarbakir
7890,9012,ATM,apn-m2m,12,active,Erzurum
7891,9010,Sensor,apn-m2m,11,active,Konya
7892,9007,ATM,apn-video,14,inactive,Kahramanmaras
7893,9023,Gateway,apn-iot,12,blocked,Ankara
7894,9033,Sensor,apn-video,14,active,Konya
7895,9072,Tracker,apn-data,12,active,Diyarbakir
7896,9010,ATM,apn-video,14,active,Gaziantep
7897,9074,SmartMeter,apn-iot,13,active,Urfa
7898,9030,Gateway,apn-data,13,active,Bursa
7899,9034,ATM,apn-video,14,active,Adana
7900,9053,ATM,apn-data,11,inactive,Eskisehir
7901,9050,ATM,apn-m2m,13,active,Elazığ
7902,9058,Gateway,apn-m2m,11,active,Adana
7903,9081,SmartMeter,apn-iot,11,active,Mersin
7904,9052,Gateway,apn-video,14,active,Kayseri
7905,9056,POS,apn-video,15,blocked,Erzurum
7906,9041,POS,apn-iot,12,active,Elazığ
7907,9003,POS,apn-video,15,active,Erzurum
7908,9050,SmartMeter,apn-iot,12,active,Bursa
7909,9087,Gateway,apn-data,13,active,Trabzon
7910,9016,Camera,apn-video,15,active,Erzurum
7911,9069,Tracker,apn-iot,12,inactive,Gaziantep
7912,9001,Gateway,apn-video,15,blocked,Eskisehir
7913,9083,ATM,apn-iot,11,active,Urfa
7914,9093,POS,apn-video,14,active,Diyarbakir
7915,9080,Sensor,apn-data,13,active,Mersin
7916,9009,Sensor,apn-iot,13,active,Mersin
7917,9097,Camera,apn-video,14,active,Trabzon
7918,9096,ATM,apn-m2m,11,blocked,Kahramanmaras
7919,9075,Camera,apn-video,15,inactive,Antalya
7920,9006,Tracker,apn-m2m,12,active,Trabzon
7921,9090,Tracker,apn-video,15,active,Adana
7922,9010,Sensor,apn-iot,12,active,Kayseri
7923,9046,Camera,apn-video,14,blocked,Van
7924,9065,Camera,apn-video,14,active,Sivas
7925,9014,Camera,apn-video,14,active,Kahramanmaras
7926,9038,ATM,apn-m2m,12,active,Ankara
7927,9088,ATM,apn-data,13,inactive,Manisa
7928,9039,Sensor,apn-data,13,active,Diyarbakir
7929,9078,POS,apn-iot,12,inactive,Konya
7930,9012,POS,apn-data,13,blocked,Mersin
7931,9037,Gateway,apn-data,12,active,Urfa
7932,9098,Tracker,apn-m2m,11,active,Malatya
7933,9057,Sensor,apn-iot,13,active,Malatya
7934,9049,SmartMeter,apn-iot,11,active,Diyarbakir
7935,9051,Gateway,apn-data,12,blocked,Adana
7936,9085,SmartMeter,apn-iot,13,active,Gaziantep
7937,9004,Sensor,apn-iot,11,active,Manisa
7938,9061,ATM,apn-data,11,active,Van
7939,9021,POS,apn-m2m,12,inactive,Gaziantep
7940,9069,POS,apn-iot,11,blocked,Konya
7941,9029,SmartMeter,apn-iot,11,active,Izmir
7942,9018,Sensor,apn-m2m,12,active,Gaziantep
7943,9096,Sensor,apn-video,15,active,Ankara
7944,9051,SmartMeter,apn-iot,13,blocked,Bursa
7945,9070,ATM,apn-iot,13,active,Istanbul
7946,9038,SmartMeter,apn-iot,12,inactive,Mersin
7947,9082,Camera,apn-video,14,blocked,Ankara
7948,9019,ATM,apn-data,11,active,Mersin
7949,9039,SmartMeter,apn-iot,13,active,Istanbul
7950,9087,POS,apn-video,14,inactive,Izmir
7951,9094,Camera,apn-video,14,active,Elazığ
7952,9083,Tracker,apn-video,15,active,Mersin
7953,9048,Sensor,apn-iot,12,inactive,Kahramanmaras
7954,9002,Gateway,apn-video,15,inactive,Batman
7955,9071,POS,apn-video,14,active,Diyarbakir
7956,9072,Sensor,apn-iot,13,active,Bursa
7957,9019,ATM,apn-iot,13,inactive,Diyarbakir
7958,9016,POS,apn-data,13,active,Ankara
7959,9006,Camera,apn-video,14,active,Urfa
7960,9001,Sensor,apn-iot,13,active,Van
7961,9074,Tracker,apn-video,15,active,Bursa
7962,9077,Sensor,apn-data,12,active,Urfa
7963,9051,Tracker,apn-video,15,active,Kayseri
7964,9069,Gateway,apn-m2m,11,blocked,Van
7965,9071,Camera,apn-video,14,active,Antalya
7966,9011,Camera,apn-video,15,active,Erzurum
7967,9040,SmartMeter,apn-iot,11,inactive,Kahramanmaras
7968,9027,ATM,apn-video,14,active,Mersin
7969,9096,Sensor,apn-data,13,blocked,Kayseri
7970,9095,Camera,apn-video,14,inactive,Istanbul
7971,9093,ATM,apn-iot,11,active,Erzurum
7972,9045,Camera,apn-video,15,active,Ankara
7973,9028,Camera,apn-video,15,active,Trabzon
